movie,chapter,character,TO,dialog
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Ron Weasley,Yeah...
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,"Well, I've got one.  Here.  It's Blackthorn, ten inches, nothing special, but I reckon it'll do.  I took it off a Snatcher a few weeks back."
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,"Don't tell Hermione, but they're a bit dim, Snatchers.  This one was definitely part Troll.  The smell off him..."
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,,Engorgio.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,Wo.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,,Reducio!
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,"Ron Weasley, Harry Potter",What's going on in there?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Hermione Granger,Nothing.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Hermione Granger,Nothing.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,"Maybe a bit more practice, eh?"
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,"Ron Weasley, Harry Potter",We need to talk.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Hermione Granger,All right.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,"Harry Potter, Ron Weasley",I want to go and see Xenophilius Lovegood.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Hermione Granger,Sorry?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,"Harry Potter, Ron Weasley",See this?  It's a letter Dumbledore wrote to Grindelwald. Look at the signature.  It's the mark again.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,"Harry Potter, Ron Weasley",It keeps cropping up.  Here.  In Beedle the Bard.  In the graveyard in Godric's Hollow -- what?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Hermione Granger,Jesus.  It was there too.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,Harry Potter,Where?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Hermione Granger,Outside Gregorovitch's wand shop. on the alley wall...
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Harry Potter, Hermione Granger",But what does it mean?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,Harry Potter,"Harry, you don't have a clue where the next Horcrux is.  And neither do I.  But this, this means something.  I'm sure of it."
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Harry Potter, Hermione Granger",I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor...
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter ,"Sorry, Harry.  Looks like it's Hermione and me this time."
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Hermione Granger,"Not still mad at him, are you?"
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,Harry Potter,I'm always mad at him.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,"Harry Potter, Hermione Granger",Luna?
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,"Ron Weasley, Hermione Granger",Luna.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,"Harry Potter, Ron Weasley",Luna.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,,Keep off the dirigible plums.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley",What is it? Who are you? What do you want --
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Xenophilius Lovegood,"Hello, Mr. Lovegood.  I'm Harry Potter.  We met a few months back?"
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Xenophilius Lovegood,"Would it be okay if we came in? It won't take long, sir.  I promise."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley",Excuse me.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,Harry Potter,"So.  What brings you here, Mr. Potter?"
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Xenophilius Lovegood,"Well, sir, we need some help."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,Harry Potter,"Ah.  Help.  I see.  Yes, well, the thing is, helping Harry Potter, rather dangerous these days..."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Xenophilius Lovegood,Aren't you the one who keeps telling everyone it's their first duty to help Harry?
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley","I have expressed that view, yes. In the past.  Would you excuse me one moment.  I shall return shortly and, um, try to help you..."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,"Ron Weasley, Hermione Granger",What's going on here?
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,"Harry Potter, Hermione Granger","He's mental.  Let's face it. Luna's always good value, but she's nutty as squirrel poo."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,"Ron Weasley, Harry Potter",Do you see that?
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Hermione Granger,"Well, yeah, of course.  It's massive, isn't it?"
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Ron Weasley,No!  Don't go near it!
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Ron Weasley,It's an Erumpent horn.  It's a Class B Tradeable Material.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Hermione Granger,"Yeah, all right..."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley",May I offer you all an infusion of Gurdyroots? We make it ourselves.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Xenophilius Lovegood,"Where is Luna, sir?"
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Hermione Granger, Harry Potter","Luna?  Oh, um, she'll be along. Now how can I help you, Mr. Potter?"
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Xenophilius Lovegood,"Well, sir, it's about something you were wearing around your neck at the wedding.  A symbol..."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,Harry Potter,You mean this?
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Xenophilius Lovegood,"Yes!  Exactly.  What we wondered, sir, is, well, what is it?"
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley","What is it?  Well, it's the sign of the Deathly Hallows, of course."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Xenophilius Lovegood,The what?
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Xenophilius Lovegood,The what?
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Xenophilius Lovegood,The what?
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley",The Deathly Hallows.  I assume you're all familiar with 'The Tale of the Three Brothers?'
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Xenophilius Lovegood,Yes.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Xenophilius Lovegood,Yes.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Xenophilius Lovegood,No.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Harry Potter,It's in here.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,Hermione Granger,"Well, there's no real reason to go on unless one is familiar with the tale.  Why don't you read it aloud, Miss...?"
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,"Xenophilius Lovegood, Harry Potter, Ron Weasley","Granger.  Well... all right. There were once three brothers who were traveling along a lonely, winding road at twilight --"
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Hermione Granger,Midnight.  Mum always said midnight. But twilight's fine.  Better actually.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,"Harry Potter, Ron Weasley","In time, the brothers reached a river too treacherous to pass..."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley","Well, there you are.  Those are the Deathly Hallows."
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Xenophilius Lovegood,Sorry... I still don't really understand...
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley",The Elder Wand...
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley",The Resurrection Stone...
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley",... then encloses both in a TRIANGLE. The Cloak of Invisibility. Together... they make the Deathly Hallows.  Together... they make one master of Death.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Xenophilius Lovegood,"Mr. Lovegood, does the Peverell family have anything to do with the Deathly Hallows?"
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley",Ignotus and his brothers Cadmus and Antioch are thought to be the original owners of the Hallows and therefore the inspiration for the story.
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Harry Potter, Hermione Granger, Ron Weasley","Ah, but your tea's grown cold. Excuse me, I'll be right back."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,"Harry Potter, Hermione Granger","Let's get out of here once he's back.  I'm not touching this stuff, hot or cold."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"Ron Weasley, Hermione Granger",Which one would you choose if you could?  Of the Deathly Hallows?
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Harry Potter,"It's obvious, isn't it?"
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,"Harry Potter, Hermione Granger",The Wand.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,"Harry Potter, Ron Weasley",The Cloak.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"Ron Weasley, Hermione Granger",The Stone.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,"Harry Potter, Hermione Granger","You're supposed to say the Cloak, but who wants to spend all day being invisible.  Dead boring if you ask me.  But an unbeatable wand!"
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Ron Weasley,Its owner grew drunk with power and was murdered.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,Hermione Granger,"Yeah, but imagine what a short wicked life you'd lead."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Harry Potter,"Why the Stone, Harry?"
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,Hermione Granger,"Well, you could bring people back, couldn't you?  Mad-Eye. Dumbledore.  Sirius.  Anybody."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Harry Potter,But according to the story they don't want to come back.  It's all rubbish anyway.  There's no such thing as the Deathly Hallows.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,Hermione Granger,But I have one.  The Invisibility Cloak my father left me.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Harry Potter,There have always been Cloaks --
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,"Harry Potter, Hermione Granger",Not like Harry's.  I've seen a fair few.  Dad used to bring home the ones the Ministry confiscated from petty thieves and the like. They always got holes or tears. Harry's is different.  It's perfect.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"Ron Weasley, Hermione Granger","And I think I've actually held the Resurrection Stone in my hands, that night in Dumbledore's office when he showed me the ring he'd destroyed, the Horcrux.  It had a symbol on it.  Now I think it was the mark of the Hallows."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Xenophilius Lovegood,"Mr. Lovegood.  Thank you, sir --"
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,Xenophilius Lovegood,You forgot the water.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,Ron Weasley,The water?
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,Xenophilius Lovegood,For the tea.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,Ron Weasley,"Did, didn't I?  How silly of me."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Xenophilius Lovegood,"No matter, sir.  We really ought to be go--"
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,"Harry Potter, Ron Weasley, Hermione Granger","No, you mustn't --"
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,Xenophilius Lovegood,Sir?
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,Harry Potter,"You're my only hope.  They were angry, you see, about what I'd been writing, so they took her. They took my Luna... But it's really you they want..."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,Xenophilius Lovegood,"Who took her, sir?"
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,Harry Potter,Him.  Surely you call him You-Know- Who.  But his real name of course is... Voldemort.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,Xenophilius Lovegood,Nooooooooo!
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,Death Eater,Stop!  I've got him --
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,"Harry Potter, Ron Weasley",Ron!  Harry!  Take my hand!
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,"Harry Potter, Hermione Granger",That treacherous old bleeder!  Is there no one we can trust!
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"Ron Weasley, Hermione Granger",They've kidnapped Luna because he supported me.  He was just desperate.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,"Harry Potter, Hermione Granger",I'll do the enchantments.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Scabior,Hermione Granger,"Hello, beautiful."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Gellert Grindelwald,Voldemort,"Ah, Tom, I thought you would come one day.  But surely you must know I no longer have what you seek..."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Voldemort,Gellert Grindelward,"If not you, then who?"
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Gellert Grindelwald,Voldemort,"You're so innocent, Tom.  Like a schoolboy.  There's so much you don't understand..."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Voldemort,Gellert Grindelward,"Tell me, Grindelwald.  Tell me where to find it!  Tell me who possesses it!  The name, Grindelwald!  The name!"
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Gellert Grindelwald,Voldemort,"Can't you guess, Tom?  It lies with him, of course.  Buried within the earth.  It is he who possesses it, even in death.  Your old friend and mine... Dumbledore."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"Hermione Granger, Ron Weasley",They exist.  The Hallows.
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"Hermione Granger, Ron Weasley","But he only wants the one, the last one.  That's what he's been looking for."
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Harry Potter,What're you saying?
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"Hermione Granger, Ron Weasley","He knows where it is, You-Know- Who.  He'll have it by the end of the night.  He's found the Elder Wand."
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Ron Weasley,Scabior,Don't touch her!
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Hermione Granger,Scabior,Stop it!
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,Hermione Granger,"Your boyfriend'll get worse than that if he doesn't behave, lovely."
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,Harry Potter,"What happened to you, ugly?"
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,Harry Potter,What's your name?
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Harry Potter,Scabior,Dudely.  Vernon Dudley.
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"Snatcher, Ron Weasley","Check the list.  And you, ginger?"
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Ron Weasley,Scabior,Stan Shunpike.
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,Ron Weasley,Like 'ell you are.  We know skinny Stan.  Try again.
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Ron Weasley,Scabior,Weasley... Barney Weasley.
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,Ron Weasley,"Weasley, eh?  Wouldn't be related to that blood traitor Arthur Weasley, would you?"
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Ron Weasley,Scabior,Piss off!  Arthur Weasley's ten times the wizard you are!
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,Ron Weasley,"Worth ten times you if I can find him.  Wasn't you that tipped him off, was it?"
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,Hermione Granger,"How 'bout you, lovely?  What do they call you...?"
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Hermione Granger,Scabior,Penelope Clearwater.  Half-blood.
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,Hermione Granger,"You smell like vanilla, Penelope. I think you're going to be my favorite."
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Snatcher,Scabior,There's no Vernon Dudley on 'ere.
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Fenrir Greyback,Harry Potter,"Hear that, ugly?  The list says you're lying.  How come you don't want us to know who you are?  Hm?"
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Harry Potter,"Scabior, Fenrir Greyback, Snatcher",The list is wrong.  I told you who I am --
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"Snatcher, Fenrir Greyback","Change of plans, boys.  We won't be taking this lot to the Ministry."
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Harry Potter,Hermione Granger,What did you put on me?
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Hermione Granger,Harry Potter,A Stinging Jinx.
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Harry Potter,Hermione Granger,How long will it last?
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Hermione Granger,Harry Potter,Not long.
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,Draco Malfoy,Show me. Get Draco. Well?
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Draco Malfoy,Bellatrix Lestrange,I can't be sure.
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Lucius Malfoy,Draco Malfoy,"Draco. Look closely, son. If we are the ones to hand Potter over to the Dark Lord... ...everything would be forgiven. All would be as it was, you understand?"
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Scabior,Lucius Malfoy,"Now, we won't be forgetting who actually caught him, I hope, Mr. Malfoy."
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Lucius Malfoy,Scabior,You dare to talk to me like that in my own house?
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,"Lucius Malfoy, Draco Malfoy","Lucius. Don't be shy, sweetie. Come over. Now, if this isn't who we think it is, Draco, and we call him, he'll kill us all. We need to be absolutely sure."
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Draco Malfoy,Bellatrix Lestrange,What's wrong with his face?
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,Snatcher,"Yes, what is wrong with his face?"
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Snatcher,Bellatrix Lestrange,"He came to us like that. Something he picked up in the forest, I reckon."
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,"Hermione Granger, Snatcher","Or ran into a Stinging Jinx. Was it you, dearie? Give me her wand. We'll see what her last spell was. Ah. Got you. What is that? Where'd you get that from?"
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Snatcher,Bellatrix Lestrange,It was in her bag when we searched her. Reckon it's mine now. Are you mad? Go! Get out!
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,Narcissa Malfoy,"Cissy, put the boys in the cellar. I want to have a little conversation with this one, girl-to-girl."
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Ron Weasley,Harry Potter,What are we gonna do? We can't leave Hermione alone with her.
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Luna Lovegood,"Harry Potter, Ron Weasley",Ron? Harry?
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Harry Potter,Luna Lovegood,Luna?
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,Hermione Granger,That sword is meant to be in my vault at Gringotts. How did you get it? What else did you and your friends take from my vault?!
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Hermione Granger,Bellatrix Lestrange,I didn't take anything. Please. I didn't take anything.
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,Hermione Granger,I don't believe it.
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Ron Weasley,Harry Potter,We have to do something.
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Garrick Ollivander,"Harry Potter, Ron Weasley",There's no way out of here. We've tried everything. It's enchanted.
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Hermione Granger,Bellatrix Lestrange,Please! please!
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Bellatrix Lestrange,Hermione Granger,Shut up!
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Luna Lovegood,Harry Potter,"You're bleeding, Harry. That's a curious thing to keep in your sock."
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Harry Potter,Peter Pettigrew,Help us.
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Ron Weasley,Peter Pettigrew,Let her go.
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,Peter Pettigrew,"Harry Potter, Ron Weasley","Shut up. Get back. You, goblin, come with me."
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,,Aah!
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,Dobby,Dobby? What are you doing here?
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,Harry Potter,"Dobby has come to rescue Harry Potter, of course. Dobby will always be there for Harry Potter."
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,Dobby,You can Apparate in and out of this room? Could you take us with you?
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,Harry Potter,"Of course, sir. I'm an elf."
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Ron Weasley,Dobby,Works for me.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,Dobby,"Dobby, I want you to take Luna and Mr. Ollivander--"
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Ron Weasley,Dobby,Shell Cottage on the outskirts of Tinworth. Trust me.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Luna Lovegood,Dobby,"Whenever you're ready, sir."
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,"Harry Potter, Ron Weasley",Sir? I like her very much. Meet me at the top of the stairs in 10 seconds.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Peter Pettigrew,,Ow.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,"Harry Potter, Ron Weasley",Who gets his wand?
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,Griphook,"I'm only going to ask you once more, goblin. Think very, very carefully before you answer."
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Griphook,Bellatrix Lestrange,I don't know.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,Griphook,You don't know? Why weren't you doing your job? Who got into my vault? Who stole it? Who stole it? Well?
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Griphook,Bellatrix Lestrange,"When I was last in your vault, the sword was there. Oh, well then, perhaps it just walked out on its own then."
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Griphook,Bellatrix Lestrange,There is no place safer than Gringotts.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,Griphook,"Liar! Consider yourself lucky, goblin. The same won't be said for this one."
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Ron Weasley,Bellatrix Lestrange,Like hell.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Ron Weasley,Bellatrix Lestrange,Expellliarmus!
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,Bellatrix Lestrange,Stupefy.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,"Harry Potter, Ron Weasley","Stop! Drop your wands. I said, drop them! Pick them up, Draco, now. Well, well, well, look what we have here. It's Harry Potter. He's all bright and shiny and new again, just in time for the Dark Lord. Call him. Call him."
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Harry Potter,,Stupefy!
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,Dobby,Stupid elf. You could've killed me.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,Bellatrix Lestrange,Dobby never meant to kill. Dobby only meant to maim or seriously injure.
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Bellatrix Lestrange,Dobby,How dare you take a witch's wand? How dare you defy your masters?
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,Dobby,Bellatrix Lestrange,Dobby has no master. Dobby is a free elf. And Dobby has come to save Harry Potter and his friends.
Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Harry Potter,Hermione Granger,Hermione. You're all right. We're safe. We're all safe.
Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Dobby,Harry Potter,Harry Potter.
Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Harry Potter,Dobby,"Dobby. Dobby. No, just-- Hold on. Hold on. Look, just hold on, okay? We'll fix you. Hermione will have something. In your bag. Hermione? Hermione? What is it? Help me."
Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,Dobby,Harry Potter,Such a beautiful place... ...to be with friends. Dobby is happy to be with his friend... ...Harry Potter.
